"DateTime","grid (26) (kw)","grid (27) (kw)","grid (43) (kw)","grid (59) (kw)","grid (77) (kw)","grid (86) (kw)","grid (93) (kw)","grid (94) (kw)","grid (101) (kw)","grid (114) (kw)","grid (142) (kw)","grid (145) (kw)","grid (153) (kw)","grid (171) (kw)"
"2019-05-08 01:30:00",0.45,0.999,0.395,0.616,1.032,0.469,0.44,0.28,0.403,0.898,0.16,0.117,1.89,0.232
"2019-05-08 01:45:00",0.398,0.49,0.395,0.526,1.374,0.462,0.375,0.328,0.638,0.392,0.26,0.13,0.125,0.881
"2019-05-08 02:00:00",0.406,0.993,0.394,0.564,1.382,0.447,0.411,0.265,0.298,0.781,0.248,0.119,0.243,0.415
"2019-05-08 02:15:00",0.388,0.663,0.375,0.567,1.057,0.445,1.421,0.336,0.209,0.284,0.301,0.148,1.924,0.323
"2019-05-08 02:30:00",0.341,0.73,0.294,0.71,1.648,0.355,2.382,0.274,0.294,0.902,0.254,0.118,1.285,0.233
"2019-05-08 02:45:00",0.74,0.914,0.397,0.683,0.993,0.347,0.375,0.323,0.562,0.381,0.237,0.154,0.142,0.283
"2019-05-08 03:00:00",2.856,0.759,0.397,0.632,1.049,0.346,0.458,0.176,0.436,0.634,0.276,0.187,1.568,0.374
"2019-05-08 03:15:00",1.045,1.035,0.395,0.635,1.029,0.391,0.423,0.229,0.232,0.425,0.271,0.19,1.282,0.36
"2019-05-08 03:30:00",0.238,0.558,0.32,0.669,1.639,0.459,0.377,0.168,0.3,0.353,0.302,0.123,0.158,0.277
"2019-05-08 03:45:00",0.299,1.066,0.343,0.664,1.038,0.451,0.426,0.219,0.213,0.865,0.407,0.13,0.322,0.366
"2019-05-08 04:00:00",0.329,1.108,0.396,0.572,1.093,0.443,0.457,0.285,0.713,0.358,0.843,0.113,2.49,0.289
"2019-05-08 04:15:00",0.497,0.875,0.396,0.547,1.592,0.598,0.378,0.327,0.294,0.254,0.311,0.134,0.216,0.233
"2019-05-08 04:30:00",0.485,1.109,0.365,0.583,0.982,0.756,0.392,0.267,0.335,0.313,0.339,0.131,0.119,0.334
"2019-05-08 04:45:00",0.346,0.626,0.297,0.55,1.117,0.465,0.458,0.313,0.601,0.837,0.314,0.156,0.224,0.36
"2019-05-08 05:00:00",0.284,1.128,0.401,0.636,1.722,0.444,0.409,0.234,0.721,0.393,0.301,0.226,2.411,0.289
"2019-05-08 05:15:00",0.351,0.765,0.396,0.711,1.088,0.452,0.373,0.216,0.337,0.262,0.184,0.269,0.404,1.224
"2019-05-08 05:30:00",0.342,1.21,0.353,0.607,0.971,0.45,0.439,0.173,0.482,0.744,0.353,0.188,0.153,0.685
"2019-05-08 05:45:00",0.391,0.979,0.497,0.903,1.615,0.55,0.439,0.217,0.461,0.515,0.338,0.126,0.164,0.549
"2019-05-08 06:00:00",0.343,0.548,0.755,0.697,1.121,1.265,0.387,0.289,0.452,0.395,0.212,0.205,1.732,0.523
"2019-05-08 06:15:00",0.273,1.037,0.532,0.693,1.967,2.325,0.486,0.538,0.264,0.9,0.658,1.193,1.107,0.407
"2019-05-08 06:30:00",0.273,0.372,0.889,0.805,3.671,1.885,0.493,0.206,0.612,0.543,0.071,0.533,0.214,0.513
"2019-05-08 06:45:00",0.251,0.705,0.759,0.704,3.312,1.144,3.073,0.359,0.524,0.738,-0.012,0.655,0.12,0.483
"2019-05-08 07:00:00",0.585,0.59,0.871,1.628,3.034,1.68,0.503,0.301,0.395,1.525,-0.144,0.631,1.071,0.619
"2019-05-08 07:15:00",0.883,-0.007,0.849,1.22,2.069,0.756,0.519,0.333,0.561,0.953,-0.238,0.582,1.604,0.934
"2019-05-08 07:30:00",0.672,0.388,0.8,1.31,1.753,0.844,0.559,0.277,0.383,1.327,-0.372,0.498,1.842,0.263
"2019-05-08 07:45:00",0.519,0.047,0.712,1.411,2.481,0.733,0.328,0.305,0.797,1.091,-0.868,0.503,1.994,0.2
"2019-05-08 08:00:00",0.446,0.213,0.68,1.333,1.864,2.654,0.311,0.372,0.72,0.782,-2.468,0.467,0.917,0.299
"2019-05-08 08:15:00",0.444,-0.083,1.212,1.32,5.8,2.525,0.322,0.494,0.249,0.589,-2.435,0.454,1.344,0.339
"2019-05-08 08:30:00",0.458,-0.526,1.111,1.231,8.804,1.975,0.375,0.741,0.614,0.441,-3.101,0.311,1.72,0.266
"2019-05-08 08:45:00",0.365,0.103,0.996,0.989,8.598,1.953,0.264,0.716,0.315,0.437,-3.388,0.341,2.13,0.172
"2019-05-08 09:00:00",0.202,-0.766,0.877,0.936,8.649,1.865,0.327,0.742,0.612,0.444,-3.658,0.352,1.292,0.186
"2019-05-08 09:15:00",0.204,-1.182,0.888,0.836,9.41,3.6,0.218,1.476,0.253,0.383,-3.853,2.813,0.756,0.245
"2019-05-08 09:30:00",0.22,-1.668,0.849,0.705,8.949,3.752,0.188,1.488,0.248,0.27,-3.924,5.442,0.67,0.164
"2019-05-08 09:45:00",0.329,-2.006,0.91,1.017,8.871,3.829,0.24,1.465,0.689,0.346,-4.007,3.464,0.495,-0.018
"2019-05-08 10:00:00",0.305,-4.522,0.65,1.72,8.683,3.695,0.254,1.462,0.303,0.346,-4.059,0.175,0.553,0.032
"2019-05-08 10:15:00",0.267,-6.859,0.825,2.762,8.949,3.557,0.2,1.439,0.247,0.536,-4.12,0.145,0.658,0.163
"2019-05-08 10:30:00",0.247,-7.456,0.648,2.957,8.463,3.548,0.221,0.722,0.461,0.332,-4.147,0.126,0.761,0.412
"2019-05-08 10:45:00",0.302,-5.473,0.641,2.947,3.014,3.491,0.304,1.261,0.417,0.309,-4.396,0.159,0.615,0.291
"2019-05-08 11:00:00",0.468,-8.647,0.628,2.855,1.245,1.644,0.32,0.757,0.336,0.451,-4.615,0.185,0.852,0.249
"2019-05-08 11:15:00",0.379,-7.396,0.812,2.903,1.25,0.312,0.249,0.751,0.261,0.459,-4.648,0.193,0.668,0.319
"2019-05-08 11:30:00",0.339,-8.348,0.481,2.696,1.218,0.328,0.267,0.732,0.606,0.441,-4.754,0.13,0.697,0.356
"2019-05-08 11:45:00",0.358,-10.049,0.418,1.067,1.115,0.436,0.331,0.794,0.237,0.437,-4.639,0.117,0.596,0.347
"2019-05-08 12:00:00",0.352,-10.025,0.442,0.632,1.094,0.427,0.304,0.571,0.279,0.449,-4.682,0.113,2.783,0.315
"2019-05-08 12:15:00",0.37,-9.923,0.375,0.626,1.235,0.417,0.286,0.562,0.816,0.443,-4.785,0.114,2.328,0.307
"2019-05-08 12:30:00",0.482,-10.002,0.323,0.628,1.278,0.384,0.34,0.667,0.494,0.44,-4.76,0.147,1.757,0.355
"2019-05-08 12:45:00",0.562,-9.73,0.388,0.708,1.19,0.319,0.368,0.704,0.337,0.419,-4.694,0.12,1.493,0.306
"2019-05-08 13:00:00",0.451,-9.583,1.287,0.685,1.216,0.319,0.293,0.596,0.275,0.308,-4.477,0.179,1.539,0.198
"2019-05-08 13:15:00",0.443,-9.563,1.752,0.657,1.212,0.314,0.297,1.261,0.613,0.396,-4.395,0.169,0.613,0.253
"2019-05-08 13:30:00",0.41,-9.323,1.86,0.658,1.345,0.423,0.373,0.767,0.254,0.447,-4.42,0.126,0.479,0.317
"2019-05-08 13:45:00",0.375,-9.046,1.605,0.757,1.286,0.425,0.332,0.642,0.371,0.434,-4.288,0.127,0.455,0.224
"2019-05-08 14:00:00",0.301,-8.777,1.622,0.606,1.038,0.417,0.249,0.708,0.662,0.286,-4.149,0.116,0.429,0.007
"2019-05-08 14:15:00",-0.129,-8.451,1.596,0.61,0.955,0.39,0.126,0.67,0.236,0.013,-3.879,0.113,0.015,-0.413
"2019-05-08 14:30:00",-1.246,-8.002,1.534,0.597,0.497,0.305,-0.597,0.669,0.174,-0.481,-3.63,0.12,-0.822,-1.675
"2019-05-08 14:45:00",-0.514,-7.598,1.304,0.571,1.859,0.302,-0.999,0.643,0.253,-0.028,-3.565,0.174,-0.461,-0.8
"2019-05-08 15:00:00",-1.392,-7.268,1.039,0.726,0.881,0.388,-0.751,0.658,0.224,-0.659,-3.307,0.204,-1.161,-1.891
"2019-05-08 15:15:00",-1.466,-6.818,0.542,0.599,0.96,0.393,-1.073,0.649,0.574,-1.035,-3.006,0.138,1.374,-2.061
"2019-05-08 15:30:00",-0.823,-6.274,-0.178,0.555,0.76,0.4,-1.148,0.646,0.137,-0.45,-2.62,0.116,2.687,-1.378
"2019-05-08 15:45:00",-1.388,-5.717,-0.584,0.711,0.847,0.619,-1.193,0.585,0.202,-0.741,-2.35,0.131,1.377,-1.654
"2019-05-08 16:00:00",-1.989,-5.007,-0.649,0.671,0.464,0.605,-1.338,0.551,0.234,-1.219,-2.266,0.12,0.754,-3.594
"2019-05-08 16:15:00",-1.263,-4.375,-1.125,0.728,0.249,0.511,-1.368,0.531,0.271,-1.023,-1.773,0.114,1.338,-1.985
"2019-05-08 16:30:00",-1.993,-3.797,-1.401,0.7,0.83,0.451,-1.717,0.55,0.545,-1.17,-0.996,0.119,1.041,-2.945
"2019-05-08 16:45:00",-1.839,-3.052,-0.999,0.575,0.966,0.416,-0.96,0.613,3.107,-1.074,0.042,0.342,1.192,-3.103
"2019-05-08 17:00:00",-1.734,-2.275,0.017,0.551,1.033,0.3,-1.275,0.665,1.524,-0.879,-0.295,0.405,1.397,-2.572
"2019-05-08 17:15:00",-1.544,-1.604,0.577,0.658,1.729,0.672,-1.093,0.619,2.047,-0.814,-0.015,0.377,1.644,-2.938
"2019-05-08 17:30:00",-1.062,-1.036,0.376,0.677,2.684,0.722,-0.792,0.644,2.223,-0.531,0.779,1.147,2.064,-1.711
"2019-05-08 17:45:00",-1.257,-0.371,-1.045,0.564,2.046,0.635,1.239,0.575,2.402,-0.544,0.118,1.466,2.028,-2.437
"2019-05-08 18:00:00",-0.344,0.523,-0.419,0.678,2.774,2.533,1.563,0.553,1.26,-0.011,0.176,0.346,2.478,-0.875
"2019-05-08 18:15:00",-0.145,0.618,0.182,0.597,3.484,0.727,-0.011,0.52,0.859,0.236,0.348,0.347,2.667,-1.654
"2019-05-08 18:30:00",-0.092,0.652,0.172,0.479,2.698,0.963,0.164,0.633,0.923,0.406,0.44,0.401,2.905,-1.824
"2019-05-08 18:45:00",-0.017,0.911,0.091,0.672,3.077,0.95,0.323,0.62,0.997,0.924,0.458,0.366,2.827,-0.562
"2019-05-08 19:00:00",0.183,3.828,0.087,0.458,3.387,0.749,0.382,0.59,1.146,0.877,0.503,0.665,0.458,0.202
"2019-05-08 19:15:00",0.329,4.561,0.192,0.457,3.117,3.451,0.332,0.502,0.349,0.747,0.473,1.018,0.095,0.141
"2019-05-08 19:30:00",0.722,4.347,0.293,0.483,2.496,1.57,0.566,0.537,0.931,0.717,0.607,0.383,0.155,1.172
"2019-05-08 19:45:00",0.806,4.111,0.261,0.458,3.47,0.847,0.495,0.373,1.05,0.979,0.521,0.523,0.697,1.293
"2019-05-08 20:00:00",0.736,4.183,0.364,0.444,2.365,5.576,0.465,0.368,0.773,2.762,0.419,1.446,0.631,1.305
"2019-05-08 20:15:00",1.795,4.184,0.379,0.472,4.029,3.618,0.412,0.306,0.482,1.496,0.352,1.048,0.542,0.852
"2019-05-08 20:30:00",3.251,4.158,0.378,0.376,2.011,1.618,0.475,0.315,0.745,1.671,0.341,0.611,0.731,3.198
"2019-05-08 20:45:00",1.887,4.286,0.377,0.434,2.516,1.141,0.505,0.307,0.369,2.187,0.376,0.64,0.922,2.986
"2019-05-08 21:00:00",1.147,3.508,0.376,0.579,2.993,2.742,3.817,0.376,0.818,1.857,0.27,0.61,0.853,2.97
"2019-05-08 21:15:00",0.928,1.576,0.375,0.483,2.676,0.668,1.619,0.641,0.313,1.153,0.179,1.039,0.317,2.988
"2019-05-08 21:30:00",0.843,0.875,0.288,0.814,1.354,0.694,0.498,0.58,0.803,1.861,0.179,0.176,0.266,2.98
"2019-05-08 21:45:00",0.871,0.593,0.331,0.522,2.949,0.747,0.472,0.434,0.342,2.429,0.252,0.138,2.786,2.971
"2019-05-08 22:00:00",3.34,1.005,0.378,0.654,1.303,1.31,0.411,0.88,0.555,1.658,0.306,0.217,3.069,2.852
"2019-05-08 22:15:00",3.25,0.61,0.576,0.687,2.868,1.019,0.459,2.591,0.577,1.794,0.24,0.203,1.907,2.84
"2019-05-08 22:30:00",1.926,0.605,0.801,0.509,1.631,0.961,0.568,0.957,0.239,1.201,0.18,0.139,1.502,2.853
"2019-05-08 22:45:00",0.547,1.03,0.85,0.515,1.136,1.422,0.551,1.631,0.355,1.538,0.221,0.14,1.875,2.849
"2019-05-08 23:00:00",0.291,0.451,0.842,0.368,2.007,3.135,0.587,0.729,0.741,1.287,0.283,0.252,0.276,2.782
"2019-05-08 23:15:00",0.35,0.921,0.831,0.506,2.033,1.727,3.845,0.711,0.381,1.373,0.226,0.421,0.539,2.742
"2019-05-08 23:30:00",0.408,0.809,0.736,0.538,1.01,0.587,3.865,0.778,0.242,1.179,0.3,0.432,2.46,2.865
"2019-05-08 23:45:00",0.42,0.576,0.813,0.39,1.948,0.582,2.349,0.682,0.347,0.822,0.261,0.424,0.18,2.762
"2019-05-09 00:00:00",1.629,0.997,0.877,0.571,11.107,0.487,0.406,0.404,0.661,4.335,0.319,0.412,0.905,1.903
"2019-05-09 00:15:00",2.912,0.804,0.842,0.501,11.081,0.4,0.458,0.27,0.399,3.98,0.213,0.316,1.766,1.123
"2019-05-09 00:30:00",1.255,0.725,0.794,0.495,10.747,0.396,0.413,0.26,0.292,3.913,0.196,0.218,3.071,1.973
"2019-05-09 00:45:00",0.464,1.062,0.748,0.638,11.37,0.303,0.344,0.21,0.339,4.2,0.24,0.147,0.667,0.765
"2019-05-09 01:00:00",0.392,0.776,0.848,0.517,11.326,0.264,0.571,0.271,0.243,2.964,0.249,0.132,2.825,1.221
"2019-05-09 01:15:00",0.274,0.915,0.72,0.434,10.491,0.264,3.856,0.329,0.734,0.968,0.274,0.129,0.897,1.47
"2019-05-09 01:30:00",0.21,1.071,0.421,0.423,11.321,0.263,0.94,0.375,0.344,0.361,0.178,0.126,2.078,1.185
"2019-05-09 01:45:00",0.279,0.642,0.297,0.466,11.383,0.359,0.364,0.304,0.371,0.616,0.177,0.134,0.203,0.396
"2019-05-09 02:00:00",0.389,1.025,0.38,0.513,11.178,0.363,0.421,0.359,0.248,0.548,0.234,0.135,2.468,1.231
"2019-05-09 02:15:00",0.461,0.745,0.374,0.414,10.554,0.354,0.375,0.254,0.518,0.542,0.313,0.149,0.388,0.812
"2019-05-09 02:30:00",0.453,0.791,0.278,0.489,11.357,0.35,0.341,0.269,0.516,0.652,0.235,0.193,2.047,0.563
"2019-05-09 02:45:00",0.395,0.969,0.341,0.389,11.05,0.349,0.4,0.208,0.419,0.405,0.178,0.201,1.127,0.607
"2019-05-09 03:00:00",0.38,0.645,0.378,0.516,3.381,0.362,0.422,0.264,0.261,0.71,0.177,0.146,2.069,0.768
"2019-05-09 03:15:00",0.307,1.106,0.331,0.565,2.012,0.353,0.341,0.333,0.333,0.39,0.215,0.138,0.765,0.326
"2019-05-09 03:30:00",0.415,0.701,0.278,0.448,1.128,0.321,0.35,0.411,0.67,0.806,0.347,0.116,0.188,0.338
"2019-05-09 03:45:00",0.419,0.976,0.381,0.525,2.02,0.261,0.422,0.226,0.339,0.323,0.229,0.136,0.356,0.425
"2019-05-09 04:00:00",0.334,0.975,0.379,0.567,1.285,0.26,0.376,0.348,0.341,0.797,0.262,0.129,2.806,0.42
"2019-05-09 04:15:00",0.289,0.695,0.283,0.517,1.967,0.311,2.111,0.299,0.33,0.357,0.259,0.133,0.348,0.287
"2019-05-09 04:30:00",0.288,1.065,0.33,0.46,1.143,0.337,2.034,0.337,0.847,0.834,0.217,0.131,2.519,0.388
"2019-05-09 04:45:00",0.309,0.534,0.38,0.469,1.926,0.393,0.411,0.278,0.53,0.374,0.33,0.216,0.243,1.417
"2019-05-09 05:00:00",0.429,1.112,0.333,0.36,1.288,0.407,0.33,0.317,0.381,0.765,0.236,0.189,0.158,0.758
"2019-05-09 05:15:00",0.424,0.563,0.278,0.468,1.92,0.398,0.342,0.278,0.43,0.35,0.636,0.204,2.677,0.688
"2019-05-09 05:30:00",0.42,1.48,0.58,0.552,1.189,0.392,0.412,0.329,0.815,0.804,0.088,0.158,0.609,0.56
"2019-05-09 05:45:00",0.393,0.978,0.745,0.374,1.894,0.393,0.387,0.275,0.271,0.366,0.182,0.131,0.255,0.552
"2019-05-09 06:00:00",0.374,0.546,0.49,0.468,1.237,0.634,0.357,0.219,0.263,0.827,-0.13,0.401,0.15,0.661
"2019-05-09 06:15:00",0.342,1.07,0.604,0.577,1.915,0.923,0.461,0.181,0.787,0.279,0.149,0.72,2.697,0.653
"2019-05-09 06:30:00",0.389,-0.514,0.643,0.638,1.274,1.382,2.505,0.212,0.273,0.878,-0.286,0.582,0.702,0.627
"2019-05-09 06:45:00",0.503,-0.728,0.615,0.815,1.926,0.86,1.836,0.201,0.275,0.296,-0.291,0.549,1.721,0.557
"2019-05-09 07:00:00",2.965,-1.313,0.595,0.669,1.527,0.779,0.395,0.334,0.684,0.889,-0.397,0.382,1.295,0.484
"2019-05-09 07:15:00",0.567,-0.933,1.145,0.605,1.68,0.74,0.335,0.288,0.256,0.52,-0.748,0.517,0.202,0.449
"2019-05-09 07:30:00",0.886,-1.482,1.009,0.617,1.257,0.787,3.57,0.308,0.335,0.758,-0.834,0.555,0.397,1.316
"2019-05-09 07:45:00",0.159,-0.328,0.362,0.588,1.14,0.833,0.207,0.279,0.7,0.559,-0.872,0.57,2.277,0.734
"2019-05-09 08:00:00",0.019,-1.619,0.324,0.679,1.423,1.746,-0.006,0.312,0.238,0.826,-0.961,0.438,-0.191,-0.183
"2019-05-09 08:15:00",-0.087,-2.606,0.336,0.609,1.105,2.36,0.053,0.316,0.46,0.23,-1.568,0.154,0.576,-0.146
"2019-05-09 08:30:00",-0.173,-4.053,0.272,0.597,1.227,2.317,-0.038,0.285,0.737,0.028,-1.215,0.21,0.259,0.094
"2019-05-09 08:45:00",-0.407,-3.148,-0.02,0.578,1.144,2.27,-0.148,0.332,0.318,-0.119,-1.853,0.181,0.09,0.887
"2019-05-09 09:00:00",-0.498,-3.692,-0.064,0.704,1.087,2.553,-0.446,0.347,0.656,-0.147,-1.886,0.285,0.842,0.614
"2019-05-09 09:15:00",-0.858,-7.53,-0.041,0.689,0.947,2.129,-0.779,0.322,0.401,-0.457,-1.636,0.203,-0.274,-0.731
"2019-05-09 09:30:00",-0.795,-6.927,-0.399,0.657,0.971,1.999,-0.514,0.329,0.249,-0.402,-2.587,0.136,-0.212,-0.64
"2019-05-09 09:45:00",-0.842,-5.272,-0.556,0.969,0.897,2.003,-0.39,0.244,1.034,-0.396,-2.085,0.126,-0.336,-0.757
"2019-05-09 10:00:00",-0.326,-5.574,-0.103,1.686,1.083,1.151,-0.783,0.237,0.439,-0.063,-2.052,0.118,1.223,-0.377
"2019-05-09 10:15:00",-1.158,-6.348,-0.199,2.715,0.586,0.617,-0.26,0.235,0.699,-0.704,-2.577,0.191,0.978,-1.15
"2019-05-09 10:30:00",-1.629,-6.547,-0.217,2.804,0.547,0.383,-1.205,0.236,0.235,-0.778,-4.455,0.181,-1.165,-1.329
"2019-05-09 10:45:00",-2.556,-6.476,-1.373,2.848,0.288,0.367,-0.649,0.555,0.841,-1.316,-2.395,0.121,-1.83,-1.919
"2019-05-09 11:00:00",-2.414,-5.988,0.167,2.789,-0.101,0.353,-0.675,0.471,0.333,-1.683,-2.527,0.133,-2.146,-2.359
"2019-05-09 11:15:00",-0.849,-4.874,1.527,2.806,0.631,0.28,-1.534,0.262,0.915,-0.529,-3.887,0.126,-0.552,-0.833
"2019-05-09 11:30:00",-0.803,-6.777,1.307,2.951,0.678,0.283,-1.287,0.367,0.202,-0.561,-3.844,0.131,-0.027,-0.954
"2019-05-09 11:45:00",-1.604,-5.047,-0.003,1.142,0.201,0.276,-2.152,0.36,0.878,-1.067,-2.847,0.131,-1.342,-0.689
"2019-05-09 12:00:00",-2.428,-6.067,-0.086,0.649,-0.722,0.276,-2.356,0.35,0.248,-1.791,-3.917,0.19,-2.136,-2.653
"2019-05-09 12:15:00",-1.932,-8.358,0.013,0.713,0.018,0.347,-2.408,0.339,1.009,-1.152,-3.449,0.183,-0.722,-0.897
"2019-05-09 12:30:00",-1.418,-9.412,-0.488,0.625,-0.236,0.376,-2.397,0.325,0.49,-1.189,-2.835,0.127,-0.971,0.315
"2019-05-09 12:45:00",-2.866,-10.577,-1.718,0.786,0.463,0.367,-2.292,0.334,0.598,-1.636,-2.544,0.118,-2.181,-1.936
"2019-05-09 13:00:00",-3.049,-9.949,-0.756,0.61,-0.514,0.359,-1.62,0.336,0.866,-1.832,-2.902,0.118,-2.347,-0.214
"2019-05-09 13:15:00",-1.643,-9.759,0.068,0.501,1.014,0.359,-2.638,0.334,0.612,-1.022,-4.066,0.131,-1.459,-1.409
"2019-05-09 13:30:00",-2.935,-4.215,-0.394,0.577,0.239,0.369,-1.245,0.315,0.469,-1.883,-2.259,0.122,-2.676,-0.627
"2019-05-09 13:45:00",-2.553,-3.493,-0.722,0.581,0.588,0.357,-0.937,0.297,0.877,-1.746,-1.594,0.165,-2.51,-0.44
"2019-05-09 14:00:00",-1.465,-1.285,-0.61,0.668,0.708,0.296,-0.738,0.219,0.901,-0.894,-1.722,0.192,-1.419,0.835
"2019-05-09 14:15:00",-2.508,0.665,-1.227,0.758,2.11,0.272,-1.207,0.239,0.392,-1.519,-1.604,0.138,-2.271,-0.074
"2019-05-09 14:30:00",-1.962,-0.03,-1.508,0.547,-0.084,0.337,-0.707,0.218,0.833,-1.08,-0.938,0.12,-1.665,0.637
"2019-05-09 14:45:00",-1.213,-0.182,-0.885,0.66,2.22,0.393,-0.275,0.333,0.946,-0.744,-1.157,0.116,-1.217,1.381
"2019-05-09 15:00:00",-1.483,-1.52,-0.419,0.73,3.374,0.433,-0.494,0.331,0.512,-1.001,-0.943,0.128,-1.462,0.775
"2019-05-09 15:15:00",-0.779,-0.724,-0.251,0.722,3.858,0.544,-0.315,0.34,0.645,-0.474,-0.781,0.127,-0.903,1.834
"2019-05-09 15:30:00",-1.075,-2.804,-0.06,0.574,6.608,0.532,0.005,0.31,0.885,-0.686,-0.622,0.154,-1.04,1.438
"2019-05-09 15:45:00",-0.649,-2.554,-0.485,0.617,11.384,0.448,-0.013,0.328,0.419,-0.335,0.74,0.19,-0.723,2.014
"2019-05-09 16:00:00",-0.086,-1.419,-0.738,0.529,11.715,0.988,-0.016,0.221,0.8,0.583,-0.166,0.152,-0.138,2.533
"2019-05-09 16:15:00",0.373,-2.392,-0.408,0.612,6.984,2.374,0.217,0.247,0.82,0.467,-0.267,0.13,0.1,2.948
"2019-05-09 16:30:00",0.528,-0.403,-0.023,0.619,4.541,0.498,0.321,0.22,0.488,0.663,-0.174,0.119,0.196,3.21
"2019-05-09 16:45:00",0.527,-0.27,0.177,0.599,4.482,0.731,0.256,0.306,0.709,0.981,1.075,0.131,0.155,3.374
"2019-05-09 17:00:00",0.611,0.026,-0.258,0.544,4.398,0.888,0.266,0.365,1.312,0.264,1.187,0.319,0.196,3.649
"2019-05-09 17:15:00",0.458,0.139,0.081,0.558,4.36,2.42,0.334,0.355,0.944,1.764,1.031,1.185,0.163,3.514
"2019-05-09 17:30:00",0.439,0.272,1.01,0.76,4.434,3.896,0.32,0.285,0.963,2.535,0.535,0.799,0.189,3.493
"2019-05-09 17:45:00",0.612,0.511,1.275,0.597,4.436,3.672,0.33,0.581,0.676,2.476,0.108,0.459,0.171,3.67
"2019-05-09 18:00:00",0.796,0.743,0.435,0.652,4.291,3.529,0.402,0.717,1.396,1.013,0.385,0.454,0.153,3.444
"2019-05-09 18:15:00",0.782,1.135,0.488,0.597,4.18,1.152,0.338,0.748,1.034,1.266,0.453,0.463,0.075,3.232
"2019-05-09 18:30:00",0.624,0.665,0.393,0.332,4.263,3.707,0.243,0.752,0.517,1.112,0.489,0.537,0.046,3.332
"2019-05-09 18:45:00",0.562,0.684,0.38,0.532,3.155,1.965,0.332,0.716,0.675,1.1,0.531,5.003,0.067,3.556
"2019-05-09 19:00:00",0.884,0.719,0.188,0.395,4.145,3.852,0.415,0.715,0.857,1.328,0.375,5.677,0.069,1.447
"2019-05-09 19:15:00",1.272,0.783,0.044,0.329,1.994,1.165,0.363,0.69,0.711,1.961,0.426,2.879,2.911,0.839
"2019-05-09 19:30:00",1.425,0.648,0.174,0.451,4.2,1.989,0.413,0.529,0.419,1.082,0.464,0.962,2.892,0.581
"2019-05-09 19:45:00",3.455,0.791,0.224,0.372,3.236,2.611,0.512,0.26,0.944,1.361,0.372,0.847,0.616,0.791
"2019-05-09 20:00:00",2.195,1.522,0.42,0.467,3.639,3.603,0.487,0.208,0.317,2.48,0.361,0.366,3.017,0.866
"2019-05-09 20:15:00",3.462,1.225,0.455,0.566,5.09,3.427,0.451,0.258,0.785,1.153,0.3,0.368,0.463,2.589
"2019-05-09 20:30:00",2.499,1.274,0.394,0.475,11.036,3.223,0.549,0.256,0.245,2.125,0.263,0.373,0.761,3.447
"2019-05-09 20:45:00",0.812,1.263,0.393,0.483,9.353,1.11,0.555,0.715,0.814,2.52,0.343,0.418,2.326,3.245
"2019-05-09 21:00:00",1.711,1.34,0.459,0.565,9.496,0.954,0.52,0.606,0.363,1.943,0.401,0.381,0.321,3.053
"2019-05-09 21:15:00",2.93,1.371,0.424,0.546,10.11,0.623,0.554,0.634,0.74,2.093,0.219,0.838,0.281,2.203
"2019-05-09 21:30:00",2.046,1.415,0.361,0.426,9.934,0.707,2.331,0.58,0.317,2.19,0.235,0.38,2.971,0.601
"2019-05-09 21:45:00",3.427,1.216,0.459,0.467,8.599,0.754,3.677,0.587,0.271,1.326,0.251,0.477,2.963,0.528
"2019-05-09 22:00:00",1.908,1.159,0.436,0.383,9.346,0.793,0.628,0.486,0.846,2.027,0.177,0.477,2.956,0.522
"2019-05-09 22:15:00",3.061,1.471,0.358,0.437,9.613,0.776,0.571,0.576,0.33,1.21,0.226,0.524,2.929,0.544
"2019-05-09 22:30:00",2.168,0.839,0.463,0.554,8.72,3.194,0.54,0.518,0.362,1.002,0.264,0.541,2.869,0.507
"2019-05-09 22:45:00",0.583,0.854,0.428,0.393,8.818,1.005,0.525,0.41,0.626,1.163,0.191,0.469,2.89,0.502
"2019-05-09 23:00:00",2.902,0.523,0.365,0.444,9.191,2.714,0.587,0.569,0.408,0.464,0.144,0.472,2.823,0.499
"2019-05-09 23:15:00",2.522,0.474,0.462,0.447,8.374,0.591,0.648,0.89,0.328,0.902,0.196,0.477,2.642,0.481
"2019-05-09 23:30:00",0.443,0.41,0.416,0.494,9.1,0.823,1.311,0.609,0.359,0.322,0.404,0.464,0.287,0.457
"2019-05-09 23:45:00",0.421,0.817,0.371,0.626,9.137,1.692,2.756,0.536,0.256,1.042,0.271,0.46,2.573,0.356
"2019-05-10 00:00:00",0.389,0.545,0.466,0.516,8.409,0.601,0.644,0.422,0.692,3.774,0.144,0.531,0.393,0.478
"2019-05-10 00:15:00",0.471,0.397,0.406,0.461,9.123,0.433,0.613,0.248,0.355,3.666,0.145,0.544,2.436,0.496
"2019-05-10 00:30:00",0.652,0.672,0.39,0.428,8.409,0.419,0.531,0.178,0.4,3.593,0.236,0.487,0.947,0.48
"2019-05-10 00:45:00",0.68,0.61,0.461,0.456,8.436,0.418,0.628,0.266,0.251,3.695,0.253,0.448,2.129,0.376
"2019-05-10 01:00:00",0.578,0.722,0.383,0.507,9.082,0.482,0.51,0.557,0.346,3.754,0.195,0.289,0.202,0.408
